,DEA_Sexual_Biofilms_Clinical_Isolates_CAY540_1-FWD_C_albicans__SC5314__,DEA_Sexual_Biofilms_Clinical_Isolates_CAY540P_1-FWD_C_albicans__SC5314__
orf19.4268,332.7011417,292.5388218
orf19.4269,266.3714837,151.9682191
orf19.427,599.0726254,312.4846506
orf19.4270,29.479848,47.49006848
orf19.4271,111.6022817,231.7515342
orf19.4273,62.11825114,70.28530134
orf19.4274,33.69125485,27.54423972
orf19.4275,55.80114085,53.18887669
orf19.4278,552.7471499,517.6417464
orf19.4279,82.12243371,116.8255684
orf19.428,195.8304188,167.165041
orf19.4280,29.479848,16.14662328
orf19.4281,725.4148311,639.2163217
orf19.4282,173.7205328,119.6749726
orf19.4283,130.5536126,170.9642465
orf19.4284,70.54106485,54.13867806
orf19.4286,53.69543742,55.08847943
orf19.4287,150.5577951,103.5283493
orf19.4288,252.6844114,136.7713972
orf19.429,343.2296588,219.4041164
orf19.4290,397.977948,574.6298285
orf19.4292,107.3908748,79.78331504
orf19.4293,111.6022817,152.9180205
orf19.4294,152.6634986,165.2654383
orf19.4295,63.17110285,40.84145889
orf19.4297,133.7121677,145.3196095
orf19.4299,22.109886,34.1928493
orf19.430,30.53269971,54.13867806
orf19.4301,5.264258571,6.648609587
orf19.4304,141.0821297,344.7778971
orf19.4305,0,0
orf19.4305.1,41.06121685,37.04225341
orf19.4306,351.6524725,264.9945821
orf19.4307,29.479848,71.23510271
orf19.4308,41.06121685,61.73708902
orf19.4309,3417.556664,1975.586849
orf19.431,130.5536126,196.6088835
orf19.4310,0,0
orf19.4311,136.8707228,579.3788354
orf19.4312,166.3505708,133.9219931
orf19.4315,559.0642602,308.6854451
orf19.4316,27.37414457,25.64463698
orf19.4317,2.105703428,16.14662328
orf19.4318,453.7790888,940.3033558
orf19.432,528.5315605,367.57313
orf19.4320,0,0
orf19.4321,0,5.698808217
orf19.4322,13.68707228,15.19682191
orf19.4323,0,5.698808217
orf19.4324,37.90266171,60.78728765
orf19.4325,10.52851714,7.598410956
orf19.4326,122.1307988,121.5745753
orf19.4328,1312.906088,961.1989859
orf19.433,115.8136886,56.0382808
orf19.4330,102.1266163,53.18887669
orf19.4332,26.32129285,17.09642465
orf19.4334,0,9.498013695
orf19.4335,163.1920157,225.1029246
orf19.4336,2574.222441,3914.131444
orf19.4337,74.75247171,61.73708902
orf19.4339,101.0737646,199.4582876
orf19.434,85.28098885,73.13470545
orf19.4340,82.12243371,90.2311301
orf19.4340.1,203.2003808,183.3116643
orf19.4341,46.32547542,66.48609587
orf19.4342,26.32129285,143.4200068
orf19.4346,324.278328,208.0064999
orf19.4347,413.7707237,412.2137944
orf19.4348,75.80532342,51.28927395
orf19.4349,5.264258571,52.23907532
orf19.4353,57.90684428,71.23510271
orf19.4354,183.1961983,71.23510271
orf19.4355,2.105703428,36.09245204
orf19.4356,35.79695828,44.64066437
orf19.4357,25.26844114,33.24304793
orf19.4358,105.2851714,166.2152397
orf19.4361,7.369961999,1.899602739
orf19.4362,242.1558943,330.5308766
orf19.4363,571.6984808,457.8042601
orf19.4365,78.96387856,145.3196095
orf19.4366,5.264258571,3.799205478
orf19.4367,111.6022817,46.54026711
orf19.4368,323.2254762,181.4120616
orf19.4369,170.5619777,117.7753698
orf19.437,1634.02586,1380.06139
orf19.4370,127.3950574,224.1531232
orf19.4371,1687.721298,1919.548568
orf19.4372,292.6927765,274.4925958
orf19.4373,18.95133086,46.54026711
orf19.4374,70.54106485,34.1928493
orf19.4375,32.63840314,101.6287465
orf19.4375.1,5675.923591,5345.482108
orf19.4376,73.69961999,62.68689039
orf19.4377,110.54943,1157.807869
orf19.4378,57.90684428,30.39364382
orf19.4379,87.38669228,81.68291778
orf19.438,14.739924,35.14265067
orf19.4380.1,191.619012,178.5626575
orf19.4381,33.69125485,56.98808217
orf19.4382,160.0334606,201.3578903
orf19.4383,1.052851714,0.94980137
orf19.4384,25.26844114,37.99205478
orf19.4384.1,107.3908748,415.0631985
orf19.4388,262.1600768,138.6709999
orf19.439,350.5996208,348.5771026
orf19.4390,65.27680628,37.04225341
orf19.4391,4.211406857,20.89563013
orf19.4392,58.95969599,35.14265067
orf19.4393,1782.477952,2748.725163
orf19.4394,2.105703428,3.799205478
orf19.4395,291.6399248,253.5969657
orf19.4396,1179.19392,783.5861298
orf19.4398,65.27680628,104.4781506
orf19.4399,733.8376448,377.0711437
orf19.440,157.9277571,84.53232189
orf19.4400,105.2851714,72.18490408
orf19.4401,636.9752871,280.191404
orf19.4403,136.8707228,89.28132873
orf19.4404,10.52851714,7.598410956
orf19.4405,1.052851714,11.39761643
orf19.4406,98.96806113,125.3737808
orf19.4407,61.06539942,56.98808217
orf19.4409,93.70380256,111.1267602
orf19.441,547.4828914,629.718308
orf19.4410,78.96387856,74.08450682
orf19.4411,32.63840314,49.38967121
orf19.4412,70.54106485,89.28132873
orf19.4413,2399.449057,3146.691937
orf19.4414,29.479848,28.49404109
orf19.4415,109.4965783,95.92993832
orf19.4416,385.3437274,358.0751163
orf19.4418,52.64258571,31.34344519
orf19.4418.1,168.4562743,63.63669176
orf19.442,2.105703428,0
orf19.4420,46.32547542,26.59443835
orf19.4423,576.9627394,466.3524724
orf19.4424,0,0
orf19.4426,120.0250954,81.68291778
orf19.4427,140.029278,302.0368355
orf19.4428,106.3380231,90.2311301
orf19.443,276.9000008,147.2192123
orf19.4430,420.087834,244.098952
orf19.4432,497.9988608,535.6879724
orf19.4433,24.21558943,123.474178
orf19.4435,37.90266171,40.84145889
orf19.4436,86.33384056,87.38172599
orf19.4437,190.5661603,170.0144451
orf19.4438,40.00836514,79.78331504
orf19.4439,1.052851714,0
orf19.4439.1,84.22813713,58.88768491
orf19.444,3.158555143,2.849404109
orf19.4440,73.69961999,78.83351367
orf19.4441,105.2851714,56.0382808
orf19.4442,170.5619777,74.08450682
orf19.4443,452.7262371,438.8082327
orf19.4444,12.63422057,89.28132873
orf19.4445,110.54943,250.7475615
orf19.4446,227.4159703,344.7778971
orf19.4447,144.2406848,197.5586849
orf19.4448,556.9585568,345.7276985
orf19.4449,422.1935374,324.8320684
orf19.445,138.9764263,170.0144451
orf19.4450,37.90266171,28.49404109
orf19.4450.1,114.7608368,451.1556505
orf19.4450.2,16.84562743,44.64066437
orf19.4451,561.1699637,334.3300821
orf19.4455,289.5342214,190.9100753
orf19.4456,2154.134607,2761.072581
orf19.4457,56.85399257,60.78728765
orf19.4459,90.54524742,65.5362945
orf19.446,25.26844114,12.3474178
orf19.446.1,426.4049442,564.1820135
orf19.446.2,44.219772,78.83351367
orf19.4461,0,0
orf19.4463,0,7.598410956
orf19.4464,9.475665428,9.498013695
orf19.4465,47.37832714,34.1928493
orf19.4466,25.26844114,25.64463698
orf19.4467,331.64829,136.7713972
orf19.4468,9.475665428,164.3156369
orf19.4470,6.317110285,7.598410956
orf19.4471,95.80950599,81.68291778
orf19.4472,7.369961999,8.548212326
orf19.4473,6.317110285,7.598410956
orf19.4474,64.22395456,64.58649313
orf19.4475,16.84562743,18.04622602
orf19.4476,446.4091268,737.0458627
orf19.4477,6925.658576,3813.452499
orf19.4478,102.1266163,62.68689039
orf19.4479,546.4300397,296.3380273
orf19.448,651.7152111,508.1437327
orf19.4481,0,0
orf19.4482,6.317110285,16.14662328
orf19.4488,951.7779496,773.1383148
orf19.449,188.4604568,332.4304793
orf19.4490,919.1395465,1509.234376
orf19.4490.2,518.0030434,931.7551435
orf19.4491,3.158555143,25.64463698
orf19.4492,554.8528534,537.5875751
orf19.4494,12.63422057,29.44384245
orf19.4495,48.43117885,155.7674246
orf19.4496,96.8623577,118.7251712
orf19.4497,136.8707228,105.427952
orf19.4498,121.0779471,79.78331504
orf19.4499,138.9764263,297.2878287
orf19.450,9.475665428,0
orf19.4502,939.143729,558.4832053
orf19.4503,1618.233085,996.3416366
orf19.4504,66.32965799,76.93391093
orf19.4505,249.5258563,151.9682191
orf19.4506,41.06121685,248.8479588
orf19.4507,6.317110285,23.74503424
orf19.4508,0,0
orf19.4509,0,0
orf19.451,505.3688228,300.1372328
orf19.4510,23.16273771,21.8454315
orf19.4511,81.06958199,48.43986984
orf19.4513,811.7486716,532.8385683
orf19.4515,4.211406857,7.598410956
orf19.4516,88.43954399,50.33947258
orf19.4517,2.105703428,25.64463698
orf19.4518,43.16692028,51.28927395
orf19.4519,212.6760463,134.8717945
orf19.4520,55.80114085,35.14265067
orf19.4521,11.58136886,17.09642465
orf19.4522,84.22813713,62.68689039
orf19.4523,35.79695828,11.39761643
orf19.4524,103.179468,80.73311641
orf19.4525,106.3380231,162.4160342
orf19.4526,8.422813713,29.44384245
orf19.4527,627.4996216,1886.30552
orf19.4528,77.91102685,139.6208013
orf19.4528.1,0,1.899602739
orf19.4529,126.3422057,109.2271575
orf19.4530.1,132.659316,265.9443835
orf19.4531,968.623577,546.1357875
orf19.4532,360.0752862,359.0249177
orf19.4533,270.5828905,170.0144451
orf19.4534,1930.930044,1010.588657
orf19.4535,68.43536142,49.38967121
orf19.4536,342.1768071,592.6760546
orf19.4537,249.5258563,293.4886232
orf19.4538,222.1517117,193.7594794
orf19.4539,193.7247154,226.0527259
orf19.454,190.5661603,229.8519314
orf19.4540,25.26844114,38.94185615
orf19.4542,83.17528542,94.03033558
orf19.4543,26.32129285,348.5771026
orf19.4544,63.17110285,56.0382808
orf19.4545,194.7775671,126.3235821
orf19.4546,287.428518,417.9126026
orf19.4548,8.422813713,12.3474178
orf19.4549,109.4965783,66.48609587
orf19.4550,169.509126,102.5785479
orf19.4551,918.0866948,1959.440225
orf19.4553,122.1307988,110.1769589
orf19.4555,82.12243371,106.3777534
orf19.4557,46.32547542,29.44384245
orf19.4560,158.9806088,320.0830615
orf19.4563,400.0836514,305.836041
orf19.4565,263.2129285,1531.079808
orf19.4566,1.052851714,0
orf19.4567,5.264258571,2.849404109
orf19.4568,140.029278,78.83351367
orf19.4569,12.63422057,10.44781506
orf19.457,29.479848,86.43192462
orf19.4570,71.59391656,23.74503424
orf19.4571,6.317110285,9.498013695
orf19.4573,27.37414457,102.5785479
orf19.4574,22.109886,31.34344519
orf19.4575,200.0418257,162.4160342
orf19.4577,94.75665428,63.63669176
orf19.4577.3,17.89847914,55.08847943
orf19.4578,17.89847914,10.44781506
orf19.4579,75.80532342,170.9642465
orf19.458,357.9695828,243.1491506
orf19.458.1,177.9319397,68.3856986
orf19.4580,84.22813713,124.4239794
orf19.4581,75.80532342,33.24304793
orf19.4582,107.3908748,154.8176232
orf19.4583,163.1920157,122.5243767
orf19.4584,104.2323197,50.33947258
orf19.4585,575.9098876,490.0975067
orf19.4587,295.8513317,255.4965684
orf19.4589,35.79695828,35.14265067
orf19.459,71.59391656,177.6128561
orf19.4590,3.158555143,0
orf19.4591,295.8513317,654.4131436
orf19.4592,136.8707228,122.5243767
orf19.4593,236.8916357,229.8519314
orf19.4593.1,6.317110285,31.34344519
orf19.4594,465.3604577,362.8241232
orf19.4595,27.37414457,36.09245204
orf19.4596,45.27262371,66.48609587
orf19.4597,13.68707228,42.74106163
orf19.4599,1153.925479,981.1448147
orf19.460,4.211406857,47.49006848
orf19.4600,37.90266171,85.48212326
orf19.4600.1,27.37414457,39.89165752
orf19.4601,124.2365023,79.78331504
orf19.4602,2257.314075,2111.408444
orf19.4603,291.6399248,247.8981574
orf19.4605,94.75665428,106.3777534
orf19.4606,123.1836506,133.9219931
orf19.4607,30.53269971,39.89165752
orf19.4608,41.06121685,69.33549997
orf19.4609,38.95551342,119.6749726
orf19.4610,1.052851714,7.598410956
orf19.4611,536.9543742,340.0288903
orf19.4612,80.01673028,39.89165752
orf19.4614,111.6022817,82.63271915
orf19.4615,120.0250954,133.9219931
orf19.4616,68.43536142,27.54423972
orf19.4617,138.9764263,156.717226
orf19.4618,1136.027,1432.300465
orf19.4620,62.11825114,73.13470545
orf19.4621,143.1878331,123.474178
orf19.4622,908.6110293,584.1278422
orf19.4623,1178.141068,701.9032121
orf19.4623.3,1723.518256,1493.087753
orf19.4624,27.37414457,61.73708902
orf19.4625,56.85399257,273.5427944
orf19.4626,20.00418257,25.64463698
orf19.4627,30.53269971,35.14265067
orf19.4628,41.06121685,54.13867806
orf19.4629,212.6760463,194.7092807
orf19.4630,3.158555143,21.8454315
orf19.4631,206.358936,163.3658356
orf19.4632,631.7110285,1513.033582
orf19.4633,273.7414457,550.8847943
orf19.4634,106.3380231,134.8717945
orf19.4635,217.9403048,314.3842533
orf19.4636,0,0.94980137
orf19.4637,1.052851714,0
orf19.4639,187.4076051,170.0144451
orf19.4640,1113.917114,833.9256024
orf19.4641,70.54106485,88.33152736
orf19.4642,92.65095085,91.18093147
orf19.4643,65.27680628,162.4160342
orf19.4645,2.105703428,16.14662328
orf19.4646,5.264258571,12.3474178
orf19.4647,67.38250971,36.09245204
orf19.4649,40.00836514,70.28530134
orf19.465,0,0
orf19.4650,508.5273779,467.3022738
orf19.4651,349.5467691,1703.943657
orf19.4652,0,0.94980137
orf19.4653,3.158555143,0
orf19.4654,5.264258571,6.648609587
orf19.4655,57.90684428,79.78331504
orf19.4656,1.052851714,4.749006848
orf19.4657,178.9847914,149.118815
orf19.4658,564.3285188,482.4990957
orf19.4659,51.58973399,25.64463698
orf19.4660,1777.213694,2833.257485
orf19.4662,42.11406857,46.54026711
orf19.4664,62.11825114,55.08847943
orf19.4665,243.208746,196.6088835
orf19.4666,255.8429665,277.3419999
orf19.4668,48.43117885,29.44384245
orf19.4669,67.38250971,563.2322121
orf19.467,25.26844114,37.99205478
orf19.4670,154.769202,139.6208013
orf19.4672,0,0
orf19.4673,8.422813713,5.698808217
orf19.4674.1,29.479848,404.6153834
orf19.4675,12.63422057,14.24702054
orf19.4676,78.96387856,191.8598766
orf19.4677,26.32129285,20.89563013
orf19.4678,545.3771879,278.2918013
orf19.4679,365.3395448,940.3033558
orf19.4680,9.475665428,11.39761643
orf19.4681,314.8026625,312.4846506
orf19.4682,56.85399257,86.43192462
orf19.4683,543.2714845,395.1173697
orf19.4684.2,120.0250954,501.4951231
orf19.4685,1.052851714,0.94980137
orf19.4686,194.7775671,230.8017328
orf19.4688,32.63840314,251.6973629
orf19.4689,1.052851714,6.648609587
orf19.469,189.5133086,118.7251712
orf19.4690,4.211406857,6.648609587
orf19.4691,0,0
orf19.4697,2522.632707,1837.86565
orf19.4698,551.6942982,740.8450682
orf19.4699,198.988974,201.3578903
orf19.470,152.6634986,148.1690136
orf19.4701,8.422813713,38.94185615
orf19.4702,1.052851714,1.899602739
orf19.4703,13.68707228,20.89563013
orf19.4704,771.7403065,454.0050546
orf19.4705,319.0140694,152.9180205
orf19.4706,169.509126,359.974719
orf19.4707,1.052851714,0
orf19.4711,286.3756663,181.4120616
orf19.4712,2.105703428,0
orf19.4713,40.00836514,63.63669176
orf19.4715,327.4368831,286.8400136
orf19.4716,1177.088216,3051.7118
orf19.4718,95.80950599,289.6894177
orf19.4719,45.27262371,56.0382808
orf19.4720,233.7330805,326.7316711
orf19.4721,123.1836506,85.48212326
orf19.4722,30.53269971,65.5362945
orf19.4723,86.33384056,87.38172599
orf19.4724,214.7817497,132.0223904
orf19.4725,60.01254771,33.24304793
orf19.4726,180.0376431,191.8598766
orf19.4727,184.24905,194.7092807
orf19.4728,915.9809913,700.9534107
orf19.473,143.1878331,145.3196095
orf19.4730,77.91102685,50.33947258
orf19.4731,385.3437274,166.2152397
orf19.4732,162.139164,210.855904
orf19.4733,112.6551334,151.9682191
orf19.4734,50.53688228,40.84145889
orf19.4735,442.19772,862.4196435
orf19.4736,131.6064643,125.3737808
orf19.4737,2778.475674,4196.22245
orf19.4738,64.22395456,126.3235821
orf19.4739,1010.737646,709.501623
orf19.474,142.1349814,152.9180205
orf19.4740,26.32129285,23.74503424
orf19.4741,1.052851714,0
orf19.4742,36.84981,37.99205478
orf19.4743,182.1433466,115.8757671
orf19.4744,114.7608368,123.474178
orf19.4746,171.6148294,126.3235821
orf19.4747,74.75247171,86.43192462
orf19.4748,207.4117877,148.1690136
orf19.4749,58.95969599,84.53232189
orf19.475,304.2741454,186.1610684
orf19.4750,16.84562743,12.3474178
orf19.4751,83.17528542,149.118815
orf19.4751.1,9.475665428,60.78728765
orf19.4752,486.4174919,454.0050546
orf19.4753,197.9361223,232.7013355
orf19.4754,417.9821305,534.738171
orf19.4755,165.2977191,111.1267602
orf19.4756,172.6676811,146.2694109
orf19.4757,154.769202,105.427952
orf19.4758,8.422813713,62.68689039
orf19.4759,801.2201545,1097.970383
orf19.4760,185.3019017,241.2495479
orf19.4761,25.26844114,69.33549997
orf19.4763,2.105703428,10.44781506
orf19.4764,17.89847914,13.29721917
orf19.4765,2.105703428,5.698808217
orf19.4766,109.4965783,135.8215958
orf19.4767,16.84562743,6.648609587
orf19.4768,220.0460083,134.8717945
orf19.4769,55.80114085,259.2957739
orf19.477,324.278328,211.8057054
orf19.4771,23.16273771,54.13867806
orf19.4772,85.28098885,84.53232189
orf19.4773,2388.920539,1438.949075
orf19.4774,409.5593168,390.3683629
orf19.4775,340.0711037,731.3470545
orf19.4776,11.58136886,26.59443835
orf19.4777,131.6064643,454.0050546
orf19.4778,41.06121685,49.38967121
orf19.4779,328.4897348,189.9602739
orf19.478,31.58555143,33.24304793
orf19.4780,510.6330814,397.9667738
orf19.4781,48.43117885,21.8454315
orf19.4783,16.84562743,5.698808217
orf19.4784,351.6524725,347.6273012
orf19.4785,40.00836514,138.6709999
orf19.4786,34.74410657,109.2271575
orf19.4787,57.90684428,46.54026711
orf19.4788,15.79277571,44.64066437
orf19.4789,0,0.94980137
orf19.479.2,163.1920157,106.3777534
orf19.4791,98.96806113,107.3275548
orf19.4792,84.22813713,294.4384245
orf19.4793,855.9684436,517.6417464
orf19.4795,212.6760463,177.6128561
orf19.4796,226.3631185,289.6894177
orf19.4798,346.388214,418.862404
orf19.4799,292.6927765,181.4120616
orf19.48,366.3923965,274.4925958
orf19.480,200.0418257,246.9483561
orf19.4800,56.85399257,54.13867806
orf19.4801,109.4965783,54.13867806
orf19.4802,731.7319413,339.0790889
orf19.4803,0,0.94980137
orf19.4804,0,0
orf19.4805,56.85399257,187.1108698
orf19.4807,63.17110285,75.03430819
orf19.4808,190.5661603,211.8057054
orf19.4809,255.8429665,205.1570958
orf19.481,568.5399257,380.8703492
orf19.4811,97.91520942,98.77934243
orf19.4812,15.79277571,64.58649313
orf19.4813,1033.900383,1442.74828
orf19.4814,0,0.94980137
orf19.4815,266.3714837,227.0025273
orf19.4816,401.1365031,1188.201513
orf19.4817,46.32547542,1199.59913
orf19.4818,109.4965783,102.5785479
orf19.4819,89.4923957,190.9100753
orf19.482,890.7125502,576.5294313
orf19.4820,32.63840314,72.18490408
orf19.4821,0,1.899602739
orf19.4822,0,0
orf19.4823,36.84981,47.49006848
orf19.4824,23.16273771,86.43192462
orf19.4825,32.63840314,67.43589723
orf19.4826,1904.608751,2440.039718
orf19.4827,422.1935374,918.4579243
orf19.4828,781.2159719,452.1054519
orf19.4829,90.54524742,138.6709999
orf19.4830,93.70380256,70.28530134
orf19.4831,747.5247171,483.4488971
orf19.4833,2201.512934,3353.748636
orf19.4834,3.158555143,0
orf19.4835,384.2908757,282.0910067
orf19.4836,931.773767,748.4434792
orf19.4837,12.63422057,9.498013695
orf19.4837.1,368.4981,243.1491506
orf19.4839,305.3269971,323.882267
orf19.484,383.238024,308.6854451
orf19.4841,62.11825114,87.38172599
orf19.4842,61.06539942,126.3235821
orf19.4843,92.65095085,90.2311301
orf19.4844,163.1920157,164.3156369
orf19.4845,416.9292788,310.5850478
orf19.4846,148.4520917,151.0184178
orf19.4847,0,6.648609587
orf19.4848,544.3243362,343.8280958
orf19.4849,534.8486708,343.8280958
orf19.485,91.59809913,64.58649313
orf19.4850,725.4148311,734.1964586
orf19.4851,134.7650194,88.33152736
orf19.4853,21.05703428,3.799205478
orf19.4855,6.317110285,44.64066437
orf19.4856,1.052851714,0
orf19.4857,55.80114085,67.43589723
orf19.4858,127.3950574,101.6287465
orf19.486,62.11825114,22.79523287
orf19.4861,2.105703428,0
orf19.4861.1,3.158555143,0
orf19.4862,113.7079851,94.03033558
orf19.4862.2,137.9235746,266.8941848
orf19.4863,117.919392,85.48212326
orf19.4864,27.37414457,48.43986984
orf19.4865,153.7163503,118.7251712
orf19.4866,57.90684428,638.2665203
orf19.4867,21.05703428,17.09642465
orf19.4869,314.8026625,451.1556505
orf19.487,63.17110285,47.49006848
orf19.4870,757.0003825,748.4434792
orf19.4871,2752.154381,1374.362582
orf19.4872,3.158555143,3.799205478
orf19.4873,8.422813713,87.38172599
orf19.4874,48.43117885,66.48609587
orf19.4875,84.22813713,57.93788354
orf19.4878,129.5007608,148.1690136
orf19.4879.2,320.0669211,566.0816162
orf19.488,64.22395456,130.1227876
orf19.4880,174.7733846,197.5586849
orf19.4882,963.3593185,658.2123491
orf19.4883,419.0349822,235.5507396
orf19.4884,10.52851714,19.94582876
orf19.4885,1467.67529,2511.274821
orf19.4886,2.105703428,50.33947258
orf19.4887,145.2935366,286.8400136
orf19.4888,9.475665428,20.89563013
orf19.4889,129.5007608,127.2733835
orf19.489,619.0768079,571.7804244
orf19.4890,373.7623585,315.3340547
orf19.4892,269.5300388,182.3618629
orf19.4893,285.3228145,235.5507396
orf19.4894,136.8707228,92.13073284
orf19.4895,150.5577951,134.8717945
orf19.4896,653.8209145,496.7461162
orf19.4897,127.3950574,96.87973969
orf19.4898,1049.693159,785.4857326
orf19.4899,94.75665428,142.4702054
orf19.490,341.1239554,391.3181642
orf19.4900,191.619012,355.2257122
orf19.4901,117.919392,118.7251712
orf19.4903,105.2851714,143.4200068
orf19.4904,77.91102685,41.79126026
orf19.4905,124.2365023,84.53232189
orf19.4906,55.80114085,524.290356
orf19.4907,73.69961999,110.1769589
orf19.4908,0,0.94980137
orf19.4909,45.27262371,81.68291778
orf19.4909.1,1623.497343,3628.241232
orf19.491,389.5551342,490.0975067
orf19.4910,44.219772,35.14265067
orf19.4911,54.74828914,36.09245204
orf19.4912,107.3908748,133.9219931
orf19.4913,24.21558943,49.38967121
orf19.4914,50.53688228,50.33947258
orf19.4914.1,2934.297727,2406.79667
orf19.4916,110.54943,127.2733835
orf19.4917,1.052851714,0
orf19.4918,43.16692028,31.34344519
orf19.4919,43.16692028,35.14265067
orf19.492,1165.506848,1025.785479
orf19.4921,116.8665403,129.1729863
orf19.4921.1,16.84562743,35.14265067
orf19.4922,149.5049434,151.9682191
orf19.4923,8.422813713,3.799205478
orf19.4923.1,0,1.899602739
orf19.4924,32.63840314,55.08847943
orf19.4927,380.0794688,336.2296848
orf19.4928,41.06121685,113.026363
orf19.4929,709.6220553,450.2058491
orf19.493,2321.53803,3115.348492
orf19.4930,163.1920157,114.9259657
orf19.4931,172.6676811,208.0064999
orf19.4931.1,323.2254762,1287.930657
orf19.4932,265.318632,276.3921985
orf19.4933,200.0418257,348.5771026
orf19.4934,1.052851714,15.19682191
orf19.4936,1.052851714,0.94980137
orf19.4936.1,0,12.3474178
orf19.4937,518.0030434,1090.371972
orf19.4939,84.22813713,51.28927395
orf19.494,158.9806088,137.7211986
orf19.4940,532.7429674,359.974719
orf19.4941,1090.754376,3313.856978
orf19.4942,11.58136886,16.14662328
orf19.4943,47.37832714,97.82954106
orf19.4945,62.11825114,24.69483561
orf19.4946,0,0.94980137
orf19.4947,1737.205328,1887.255321
orf19.4948,45.27262371,22.79523287
orf19.4949,1.052851714,0
orf19.4950,204.2532325,161.4662328
orf19.4951,444.3034234,530.9389656
orf19.4952,1005.473387,736.0960614
orf19.4952.1,190.5661603,125.3737808
orf19.4953,7.369961999,19.94582876
orf19.4954,805.4315613,612.6218833
orf19.4955,9.475665428,2.849404109
orf19.4956,1648.765784,1098.920185
orf19.4958,8.422813713,10.44781506
orf19.4959,265.318632,126.3235821
orf19.496,146.3463883,49.38967121
orf19.4960,38.95551342,30.39364382
orf19.4961,207.4117877,120.6247739
orf19.4962,7.369961999,18.99602739
orf19.4963,9.475665428,17.09642465
orf19.4964,11.58136886,11.39761643
orf19.4965,6.317110285,12.3474178
orf19.4966,67.38250971,136.7713972
orf19.4967,64.22395456,214.6551095
orf19.4969,283.2171111,410.3141916
orf19.497,154.769202,71.23510271
orf19.4970,10.52851714,10.44781506
orf19.4972,13.68707228,6.648609587
orf19.4975,3.158555143,23.74503424
orf19.4976,1.052851714,4.749006848
orf19.4979,27.37414457,41.79126026
orf19.498,323.2254762,275.4423972
orf19.4980,4520.945261,6144.265059
orf19.4981,176.879088,125.3737808
orf19.4982,61.06539942,40.84145889
orf19.4983,44.219772,55.08847943
orf19.4984,136.8707228,221.3037191
orf19.4985,28.42699628,41.79126026
orf19.4987,49.48403057,76.93391093
orf19.4988,76.85817513,57.93788354
orf19.499,223.2045634,127.2733835
orf19.4991,32.63840314,88.33152736
orf19.4993,77.91102685,158.6168287
orf19.4995,0,0
orf19.4996,0,1.899602739
orf19.4997,751.7361239,503.3947258
orf19.4998,1058.115973,928.9057394
orf19.50,87.38669228,59.83748628
orf19.500,155.8220537,216.5547122
orf19.5000,270.5828905,308.6854451
orf19.5001,16.84562743,42.74106163
orf19.5003,41.06121685,45.59046574
orf19.5004,18.95133086,11.39761643
orf19.5005,287.428518,421.7118081
orf19.5006,63.17110285,214.6551095
orf19.5006.1,437.9863131,926.0563353
orf19.5007,138.9764263,767.4395066
orf19.5008.1,16.84562743,15.19682191
orf19.5009,232.6802288,216.5547122
orf19.501,487.4703437,590.7764518
orf19.5010,107.3908748,110.1769589
orf19.5011,20.00418257,47.49006848
orf19.5012,22.109886,22.79523287
orf19.5013,48.43117885,33.24304793
orf19.5014,72.64676828,72.18490408
orf19.5015,31.58555143,27.54423972
orf19.5016,0,9.498013695
orf19.5017,7.369961999,5.698808217
orf19.5019,588.5441082,286.8400136
orf19.5020,82.12243371,179.5124588
orf19.5021,188.4604568,194.7092807
orf19.5022,1011.790497,1001.090643
orf19.5023,22.109886,8.548212326
orf19.5024,528.5315605,910.8595134
orf19.5025,217.9403048,601.2242669
orf19.5026,210.5703428,543.2863834
orf19.5027,47.37832714,132.0223904
orf19.5029,72.64676828,50.33947258
orf19.5030,262.1600768,170.9642465
orf19.5031,457.9904957,378.0209451
orf19.5032,4115.597351,8946.179099
orf19.5033,9.475665428,11.39761643
orf19.5034,484.3117885,338.1292875
orf19.5035,134.7650194,102.5785479
orf19.5037,3.158555143,15.19682191
orf19.5038,120.0250954,188.0606712
orf19.5039,2.105703428,3.799205478
orf19.504,719.0977208,519.5413491
orf19.5040,11.58136886,39.89165752
orf19.5041,2.105703428,0
orf19.5042,1.052851714,0.94980137
orf19.5043,149.5049434,61.73708902
orf19.5045,6.317110285,8.548212326
orf19.5046,9.475665428,15.19682191
orf19.5049,43.16692028,41.79126026
orf19.505,745.4190136,440.7078354
orf19.5050,32.63840314,48.43986984
orf19.5051,4.211406857,1.899602739
orf19.5052,48.43117885,48.43986984
orf19.5053,9.475665428,6.648609587
orf19.5054,138.9764263,132.0223904
orf19.5056,55.80114085,19.94582876
orf19.5057,7.369961999,6.648609587
orf19.5058,203.2003808,324.8320684
orf19.5059,31.58555143,113.9761643
orf19.506,668.5608385,750.3430819
orf19.5061,569.5927774,652.5135408
orf19.5063,678.0365039,1631.758753
orf19.5064,154.769202,326.7316711
orf19.5064.1,447.4619785,960.2491846
orf19.5065,72.64676828,99.7291438
orf19.5066,44.219772,78.83351367
orf19.5067,30.53269971,53.18887669
orf19.5068,284.2699628,295.3882259
orf19.5069,187.4076051,207.0566986
orf19.5070,37.90266171,75.03430819
orf19.5071,35.79695828,123.474178
orf19.5073,340.0711037,270.6933903
orf19.5074,174.7733846,113.9761643
orf19.5076,950.7250979,1333.521123
orf19.5076.1,847.5456299,479.6496916
